0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
43,-0.114125,-0.254125,-0.2195,-0.057125,0.161125,0.024375,-0.04475,-0.065625,-0.066,0.03275,0.047875,0.062875,-0.1065,-0.236875,0.037375,0.181,0.24025,0.109875,-0.126875,-0.152625,-0.171,0.1095,0.229125,0.240125,0.076875,-0.203375,-0.072625,-0.021625,0.0825,0.122625,0.027125,-0.025875,-0.113375,0.06675,0.157,-0.0145,-0.12425,-0.195625,-0.097125,0.077,0.12625,0.152125,-0.093375,-0.241875,-0.225,-0.077625,0.172375,0.0375,0.019375,-0.081875,-0.191,-0.2595,-0.1225,0.10175,0.134375,0.13675,-0.005375,-0.011875,-0.005,0.001625,-0.001125,0.007875,0.003125,0.0025,0.0015,-0.004,-0.00475,-0.00325,-0.000875,0.00375,0.005375,0.00475,0.006625,-0.0015,-0.003125,-0.0105,0.007125,-0.004875,-0.0275,0.020625,0.005,-0.002,-0.000875,-0.027375,-0.004875,-0.00375,-0.000625,0.00075,0.00325,0.005625,0.0055,0.0025,0.003625,-0.003,-0.006375,-0.004375,-0.002125,0.002375,0.00825,0.00775,0.007375,-0.00175,0.00125,0.002875,-0.00025,0.0045,0.003125,0.02575,0.007,-0.004625,0.0035,-0.000875
44,-0.134875,-0.308625,-0.273,-0.076375,0.19525,0.043375,-0.0375,-0.083625,-0.101625,0.018125,0.04925,0.088875,-0.120125,-0.2775,0.038125,0.198625,0.276,0.132,-0.137125,-0.183375,-0.21275,0.12875,0.26925,0.299625,0.098875,-0.242375,-0.096625,-0.052,0.104375,0.16775,0.055,-0.0215,-0.15125,0.0685,0.17775,-0.008125,-0.129625,-0.222,-0.11475,0.07675,0.151875,0.188,-0.108375,-0.285,-0.28325,-0.099,0.20825,0.053125,0.038625,-0.1015,-0.21325,-0.301125,-0.146625,0.11075,0.161625,0.174125,-0.006375,-0.015625,-0.009,0.000125,-0.001625,0.007625,0.00325,0.000625,0.00325,-0.008625,-0.008625,-0.004,0.001875,-0.000625,0.002875,0.0055,0.009875,-0.0005,-0.00475,-0.012125,0.009,-0.0075,-0.046,0.024125,0.00625,0.000375,-0.000125,-0.065125,-0.0035,-0.005875,-0.001625,2.22E-16,0.00375,0.0075,0.005625,0.00275,0.000625,-0.0045,-0.011125,-0.00725,-0.00425,0.0045,0.01075,0.00075,0.002875,-0.00175,-0.007375,-0.001875,-0.002125,0.00025,-2.22E-16,0.028,0.01475,0.00425,0.004875,-0.000625
45,-0.102625,-0.305875,-0.319125,-0.1215,0.179125,0.123375,0.087875,-0.120125,-0.238875,-0.144,-0.01675,0.1915,-0.036,-0.177625,-0.033625,0.047,0.16225,0.102875,-0.01975,-0.1735,-0.253625,0.09225,0.266375,0.344625,0.138625,-0.21325,-0.169375,-0.236875,0.138375,0.29725,0.215,0.051625,-0.241875,-0.021625,0.08225,0.06275,0.039,-0.096,-0.0785,-0.050875,0.129875,0.21075,-0.0665,-0.240625,-0.30325,-0.12925,0.16275,0.086125,0.150125,-0.125625,-0.290125,-0.229,-0.118125,0.026,0.158125,0.228625,-0.010875,-0.020125,-0.0165,-0.00175,0.00075,0.013875,0.00675,0.00525,0.01125,-0.0095,-0.011625,-0.0095,-0.00275,0.005375,0.011875,0.00775,0.0085,0,-0.0045,-0.019,0.007875,-0.00975,-0.017875,0.031625,0.011625,-1.11E-16,0.0025,-0.288,-0.012125,-0.009875,-0.00175,0.0015,0.006125,0.01425,0.0065,0.001125,-0.0035,-0.010625,-0.012875,-0.001875,-0.002625,0.00575,0.014125,0.012125,0.00675,-0.005125,-0.0145,-0.013875,-0.00325,0.0035,0.00525,0.01875,0.021375,0.0085,0.007625,-0.001125
46,-0.084375,-0.26275,-0.281875,-0.109625,0.15175,0.1145,0.09,-0.108,-0.22325,-0.144625,-0.02275,0.17725,-0.02175,-0.14325,-0.03825,0.02225,0.1255,0.084875,-0.0045,-0.1485,-0.222875,0.075625,0.204875,0.301625,0.1245,-0.18175,-0.153375,-0.226375,0.12175,0.271875,0.204875,0.0515,-0.217875,-0.03075,0.058625,0.062625,0.052875,-0.07025,-0.0645,-0.057125,0.109625,0.184625,-0.053125,-0.203,-0.265625,-0.11525,0.136875,0.07975,0.144625,-0.111625,-0.263375,-0.21875,-0.09825,0.014875,0.136625,0.203125,-0.0045,-0.013375,-0.01025,0.000375,-0.0005,0.009625,0.00275,0.00125,0.011625,-0.004375,-0.003875,-0.006375,-0.000625,-0.000375,0.003875,0.001875,0.004875,0.001875,-0.004375,-0.00925,0.008625,-0.008,-0.049125,0.022625,0.004,0.000125,0.0025,-0.27175,-0.002125,-0.004375,-0.001,-0.002,0.002125,0.005,0.00375,0.001875,-0.001875,-0.003125,-0.00675,-0.00325,-0.004625,0.002,0.005375,-0.00025,0.00225,0.000125,-0.000875,-0.0045,0.0005,-0.003625,0.000625,0.019625,0.01275,0.0065,0.0055,0.00075
47,0.078125,0.194,0.182125,0.056125,-0.111875,-0.032125,0.01225,0.059875,0.088,0.01425,-0.021125,-0.06675,0.07575,0.1795,-0.0125,-0.1055,-0.16475,-0.08275,0.081625,0.13275,0.165,-0.079125,-0.181,-0.213,-0.075875,0.16825,0.09375,0.093125,-0.078625,-0.145375,-0.077625,-0.0045,0.133,-0.012,-0.081125,-0.012875,0.04225,0.111625,0.065,-0.009375,-0.080625,-0.1145,0.05875,0.16775,0.18375,0.06875,-0.114375,-0.0325,-0.0345,0.0685,0.135625,0.073125,0.00625,-0.06825,-0.0905,-0.111125,0.0015,0.008875,0.006125,0.00125,0.00125,-0.004125,-0.002125,-0.004,-0.005,0.00375,0.002375,0.003625,-0.00225,-0.001625,0.00025,-0.002125,-0.006875,-0.00275,0.002125,0.00575,-0.0075,0.006375,0.028125,-0.013875,-0.0015,0.00075,-0.00425,0.1075,0.0015,0.00275,0.00175,0.00275,0.000875,-0.002875,-0.002625,-0.00425,-0.0035,0.001375,0.004125,0.002625,0.005625,-0.000125,-0.004125,-0.00025,-0.003875,-0.001625,0.002,0.0045,0.002875,0.0015,-0.00125,0.000875,-0.007875,-0.010625,-0.003875,-1.11E-16
48,-0.00575,0.066125,0.117875,0.06925,-0.012625,-0.08125,-0.116625,0.061,0.17825,0.17575,0.06225,-0.122125,-0.044375,-0.019125,0.072375,0.116125,0.0525,-0.00425,-0.0835,0.05275,0.11875,0.005375,-0.0525,-0.13875,-0.0755,0.048125,0.126875,0.25875,-0.068125,-0.20375,-0.21,-0.081875,0.16475,0.10875,0.089375,-0.083875,-0.174,-0.098125,-0.015875,0.14625,0.00575,-0.0555,-0.023625,0.01,0.08625,0.056625,0.0185,-0.04375,-0.123,0.047625,0.158125,0.185375,0.08025,-0.07775,-0.0665,-0.08725,-0.000125,0.005125,0.00925,0.0065,0.0015,0.001375,-0.003625,-0.00625,-0.014625,0.000125,0.001125,0.00475,0.007625,0.00325,0.000375,-0.000125,-0.003875,-0.008,-0.002375,0.003,-0.00325,0.008,0.017,-0.0085,-0.003125,-0.004,-0.010125,0.307,0.00025,0.0045,0.00325,0.00575,-0.002,-0.004375,-0.000875,-0.004,-0.000875,0.002625,0.004,0.000375,0.005875,0.0005,-0.00175,-0.00675,-0.00525,-0.003125,0.011625,0.003,0.00075,0.003625,0.00225,-0.015625,-0.0105,-0.001,-0.008375,-0.003
49,-0.00175,-0.001125,-0.003,-0.00175,-0.000375,0.004625,0.00375,-0.002,-0.00525,-0.007125,-0.003125,0.0015,0.001,0.002875,-0.005,-0.001875,-0.000125,-0.000625,0.001375,-0.00275,-0.003375,-0.000625,0.002875,0.006,-0.001875,-0.001125,-0.002,0.017375,0.000375,0.002125,0.002125,0.005,-0.002125,-0.003125,-0.002125,0.0005,0.001,0.00025,-0.0005,-0.000125,0.000875,0.001,0.00275,0.000375,0.002,-0.000375,-0.0035,0.000625,0.001875,-0.000625,-0.00075,-0.001,-0.000375,-0.0005,-0.00025,-0.002,0.21775,0.190625,0.13775,0.044,-0.04225,-0.268875,-0.127125,-0.128375,-0.0015,0.154625,0.24675,0.111875,0.058875,-0.069625,-0.224375,-0.186,-0.085375,0.02575,0.093375,0.277375,0.10925,0.06925,-0.049875,-0.1855,-0.240125,-0.0745,0.038625,0.18575,0.24775,0.172625,0.027125,-0.10675,-0.118875,-0.275,-0.084125,0.0095,0.104375,0.189375,0.21075,0.04325,-0.1315,-0.118625,-0.251375,-0.159625,0.047125,0.168875,0.139375,0.204875,0.046625,-0.09175,-0.13025,-0.171875,-0.152125,-0.00175,0.205125,0.134375
50,-0.002375,-0.001625,-0.006,-0.00225,0.0005,0.005625,0.005875,-0.004875,-0.007,-0.008375,-0.002875,0.00325,-0.00075,-0.000125,-0.005875,-0.00175,-0.00025,0.0015,0.004625,-0.00325,-0.005,-0.0005,0.003875,0.008,0,-0.003,-0.0035,0.003875,0.0015,0.005375,0.005125,0.002625,-0.0045,-0.003125,-0.000875,0.001625,0.001125,-0.000125,-0.0015,-0.001875,0.001125,0.0025,0.0025,0,-0.005375,-0.001375,0.00175,0.000125,0.0025,-0.002875,-0.002625,-0.008,-0.00325,0.00075,-0.001125,-0.002375,0.196,0.14575,0.1335,0.084875,-0.015875,-0.189125,-0.107375,-0.14,-0.0405,0.099375,0.18775,0.10075,0.099875,-0.024,-0.153375,-0.147875,-0.10275,-0.029875,0.05225,0.214125,0.099625,0.10225,-0.002125,-0.134125,-0.202375,-0.079125,-0.02875,0.09525,0.187125,0.15075,0.059375,-0.0365,-0.081625,-0.231375,-0.08625,-0.0435,0.048875,0.14875,0.19575,0.0575,-0.04775,-0.079125,-0.206375,-0.146375,0.001,0.096375,0.105375,0.1885,0.061375,-0.023125,-0.081375,-0.15475,-0.160125,-0.016125,0.1195,0.101
51,-0.002125,-0.00175,-0.005125,-0.000375,0.000125,-0.00275,0.0015,-0.0015,-0.00075,-0.00075,-0.000375,0.001375,-0.000875,-0.00125,0.00025,-0.000125,0.00125,0.002125,0.002,0.000125,-0.001375,-0.00275,0.0025,0.000375,0.000375,0.00175,0.001625,-0.022375,0.00075,0.001375,0.001125,-0.005125,0,-0.003,-0.002,0.002125,0.003625,0.002375,0.000375,-0.00175,-0.00075,0.000875,0,-0.00175,-0.000625,-0.00075,-0.001375,0.000375,0.000625,-0.0005,-0.004,-0.0035,-0.001125,0.000875,0.002,0.0005,0.0835,0.1345,0.142625,0.190125,0.0725,0.096,-0.019875,-0.145375,-0.15425,-0.105125,-0.040375,0.0435,0.21475,0.12725,0.11575,0.004375,-0.131125,-0.199875,-0.0905,-0.033,0.0485,0.1765,0.1495,0.051875,-0.033625,-0.074,-0.22225,-0.180875,-0.041875,0.049375,0.146875,0.188125,0.057,-0.044,-0.075625,-0.197375,-0.136,-0.004,0.093125,0.093125,0.2135,0.057375,-0.019875,-0.08825,-0.14725,-0.15275,-0.01825,0.097625,0.0975,0.19275,0.09225,-0.051375,-0.14675,-0.060125,-0.1715,-0.0265
52,0.002625,0.009125,0.0015,0.002375,0.00125,-0.006375,-0.007875,0.0015,0.010125,0.010875,0.00475,-0.00675,-0.008375,-0.00725,0.009875,0.009125,0.006875,0.00525,-0.002625,0.001375,0.0055,-0.001125,0.008375,-0.005875,-0.0025,0.000375,0.006375,-0.0145,-0.00175,-0.01,-0.01175,-0.0125,0.007,0.00375,0.00325,-0.003375,-0.006875,-0.005875,-0.00225,0.00725,-0.00025,-0.002875,-0.003125,-0.0065,0.004,0.00175,0.003,-0.002625,-0.006875,-0.001125,0.006375,0.006875,0.004875,-0.003625,-0.0045,-0.004625,0.04275,0.140625,0.191625,0.213,0.0955,0.182125,0.0085,-0.14125,-0.181375,-0.164375,-0.11125,0.021625,0.236875,0.163375,0.19,0.0535,-0.133375,-0.241,-0.13275,-0.112,0.027625,0.19025,0.196625,0.109,0.022375,-0.06725,-0.271375,-0.2385,-0.114625,0.014625,0.167,0.2495,0.100125,0.021625,-0.068625,-0.234375,-0.18675,-0.05225,0.055,0.10375,0.285875,0.097375,0.043375,-0.071,-0.1895,-0.2235,-0.0695,0.060625,0.105125,0.24875,0.143875,-0.004375,-0.129,-0.07525,-0.255625,-0.06525
53,-0.000625,-0.003375,-0.007375,0.000125,0.00625,-0.001125,-0.002375,0.001125,-0.0015,0.003625,0.002375,0.004625,-0.000875,-0.003,0.00275,0.000375,0.001625,-0.00025,-0.00125,0.00025,-0.002375,0.002375,-0.000875,0.000625,0.006375,-0.001375,-0.002,-0.027625,0.0035,0.006375,0.00575,-0.000875,-0.00425,0,0.003,0.002,0.002125,0.001,0.000375,-0.003,0.001625,0.004,-0.004375,-0.003875,-0.00975,-0.00375,0.002875,0.003875,0.0045,-0.00325,-0.00875,-0.01075,-0.001375,0.005,0.004875,0.004375,-0.34675,-0.14825,0.07775,0.290375,0.138875,0.354,0.191375,0.242375,0.057875,-0.18775,-0.345,-0.18,-0.16375,0.054125,0.282125,0.26825,0.172625,0.03375,-0.096375,-0.392125,-0.175,-0.166375,0.016,0.250625,0.36125,0.133125,0.029,-0.218875,-0.343875,-0.269875,-0.09175,0.085875,0.149125,0.415875,0.1505,0.05775,-0.103625,-0.274125,-0.34325,-0.100625,0.11175,0.151,0.37275,0.255875,-0.015875,-0.193,-0.189875,-0.330375,-0.101875,0.058625,0.157625,0.271,0.274875,0.023625,-0.236625,-0.186
54,-0.007,-0.018125,-0.018875,-0.006,0.010875,0.004625,0.001625,-0.004875,-0.0165,-0.019625,-0.008375,0.0105,0.011625,0.014375,-0.0105,-0.019375,-0.016125,-0.00675,0.014,0.00075,-0.003875,-0.001375,0.0085,0.006,0.00475,0.003625,-0.0105,-0.001125,0.003375,0.0155,0.020375,0.015125,-0.0125,-0.011125,-0.011875,0.007375,0.019375,0.01575,0.0055,-0.015375,-0.002875,0.001875,0.005,0.007375,-0.00075,-0.0035,-0.00475,0.005375,0.013125,-0.00025,-0.00875,-0.01675,-0.008,0.006625,0.008375,0.01275,-0.086125,-0.1535,-0.16875,-0.1405,-0.000125,0.18975,0.125625,0.200125,0.183125,0.134375,0.063625,-0.045375,-0.251125,-0.155375,-0.148375,-0.016875,0.15075,0.238125,0.1145,0.056875,-0.050875,-0.205875,-0.163,-0.071,0.023625,0.083375,0.2675,0.189375,0.064875,-0.048875,-0.1725,-0.22925,-0.07525,0.03475,0.086375,0.233125,0.16675,0.01525,-0.097,-0.112125,-0.259875,-0.07475,0.007625,0.10125,0.17925,0.188875,0.04,-0.105,-0.111875,-0.233375,-0.116375,0.04725,0.16425,0.07425,0.214875,0.039375
55,-0.01175,-0.0305,-0.02525,-0.01075,0.018875,0.008125,0.00375,-0.00675,-0.025125,-0.033625,-0.01375,0.01475,0.019125,0.0245,-0.017875,-0.033625,-0.029,-0.009875,0.023,0.0045,-0.003625,-0.00725,-0.003875,0.00475,0.005375,0.0085,-0.0145,-0.01675,0.003625,0.02175,0.030625,0.01925,-0.016375,-0.020125,-0.02275,0.01275,0.034875,0.028875,0.010375,-0.026875,-0.008,-0.0015,0.0115,0.016625,0.005625,-0.003625,-0.016875,0.004875,0.02,0.00125,-0.013125,-0.026,-0.015625,0.007125,0.0165,0.021375,-0.019875,-0.09925,-0.1465,-0.145375,-0.01825,0.107625,0.091625,0.172375,0.132875,0.126625,0.09275,-0.011375,-0.17,-0.123875,-0.146625,-0.0475,0.092,0.17725,0.09775,0.093875,-0.015375,-0.13575,-0.1315,-0.086875,-0.02725,0.04725,0.19825,0.14625,0.094375,-0.00225,-0.11875,-0.184875,-0.077,-0.027,0.04525,0.169875,0.140875,0.0485,-0.029,-0.069625,-0.212875,-0.077125,-0.043875,0.043625,0.14025,0.168875,0.0575,-0.03125,-0.070875,-0.18475,-0.110375,0.001625,0.0905,0.05175,0.195125,0.05425
56,-0.001,-0.003625,-0.00275,-0.00175,-0.000125,0.00375,0.00425,-0.002875,-0.006375,-0.0065,-0.004,-1.11E-16,0.00375,0.0075,-0.004625,-0.006,-0.006125,-0.00225,0.00675,0.0025,0.00175,-0.003375,-0.00225,-0.00175,-0.003625,0.003875,0.00025,0.010625,-0.002,-0.001625,0.000375,0.00375,2.78E-17,-0.00475,-0.005875,0.001,0.004,0.006625,0.002625,-0.00325,-0.0035,-0.00475,0.005125,0.008375,0.0055,0.002375,-0.00625,-0.000875,-0.000125,0.003375,0.005875,-0.002875,-0.0005,-0.003625,0.000125,0.0025,0.197375,0.086125,-0.0385,-0.159875,-0.0775,-0.165875,-0.018,0.09775,0.13975,0.1395,0.192125,0.103875,0.0955,-0.026,-0.15475,-0.15,-0.099375,-0.023125,0.0575,0.218125,0.09875,0.096875,-0.001125,-0.1385,-0.2035,-0.076875,-0.022125,0.112875,0.191875,0.152,0.055375,-0.044375,-0.083125,-0.23525,-0.08625,-0.038,0.053875,0.1535,0.194375,0.060125,-0.05775,-0.08375,-0.20875,-0.143875,0.003625,0.105,0.10225,0.19025,0.058875,-0.026375,-0.08525,-0.159125,-0.156125,-0.016,0.127125,0.103375
57,-0.00225,-0.003125,-0.005,-0.0035,0.000375,0.004625,0.00525,-0.00325,-0.010125,-0.010375,-0.0045,-0.00225,0.001375,0.009125,-0.005,-0.009,-0.010125,-0.004,0.008875,0.004,0.005125,-0.006375,-0.010625,-0.004875,-0.004875,0.006,0.001125,0.006125,-0.004125,-0.003375,0.000375,0.002,0.001375,-0.00675,-0.011,0.001875,0.008125,0.008125,0.003625,-0.005,-0.00625,-0.00825,0.005875,0.0135,0.00975,0.003875,-0.006875,-0.001,-0.000375,0.004125,0.00525,0.001875,-0.002375,-0.003375,0.002,0.004125,0.248875,0.141375,-0.002875,-0.146375,-0.09,-0.240125,-0.055125,0.0625,0.138875,0.185375,0.204,0.129,0.175125,0.007125,-0.140875,-0.167625,-0.154375,-0.089875,0.036625,0.23675,0.126625,0.165125,0.040125,-0.142375,-0.240875,-0.110125,-0.094875,0.07425,0.202875,0.188,0.10925,0.0105,-0.076375,-0.279375,-0.12125,-0.1045,0.01675,0.171625,0.2495,0.098625,0.003875,-0.075375,-0.241125,-0.193625,-0.043625,0.069625,0.11175,0.247375,0.0975,0.028375,-0.068375,-0.1845,-0.223375,-0.037875,0.090375,0.10875
58,0.001,0.003125,-0.002125,0.002,-0.002125,0.0025,0.000875,-0.001375,0.00325,0.001375,-0.000125,-0.003375,-0.00425,-0.00125,0.004625,0.004,0.004,0.00325,-0.003375,0.002,0.000875,-0.003875,-0.016375,-0.004375,-0.00225,0.002375,0.005875,-0.029625,-0.00025,-0.005,-0.00625,-0.011625,0.0055,0.001125,0.001125,0.000125,-0.003375,0,0.0005,0.00275,-0.00075,-0.000875,-0.000625,0.0045,0.0015,0.001125,0.00075,-0.002125,-0.006375,-0.001125,0.000625,-0.000125,0.001625,-0.00225,-0.00125,-0.001875,0.080625,0.196375,0.24475,0.224375,0.014875,-0.227875,-0.1675,-0.2915,-0.140625,0.09075,0.256625,0.173,0.321875,0.217,0.232375,0.05225,-0.186125,-0.318875,-0.160375,-0.119125,0.05,0.2615,0.22375,0.1235,0.00525,-0.098375,-0.35625,-0.313125,-0.1265,0.0375,0.2245,0.322,0.11925,-0.003625,-0.10175,-0.311875,-0.23925,-0.051375,0.09575,0.140125,0.367375,0.1185,0.02925,-0.106,-0.245,-0.27925,-0.08475,0.10275,0.140625,0.324625,0.17925,-0.02625,-0.19425,-0.1,-0.31675,-0.072875
59,0.000125,-0.004125,-0.002625,-0.002,0.004125,0.002,0.003,-0.004,-0.00475,-0.002875,-0.00075,0.005375,-0.002,-0.003625,0.00275,-0.002375,-0.004125,-0.002,0.000875,0.0035,0.003625,-0.00075,0.003375,-0.006875,0.002125,0.003875,0.0005,-0.016,-0.000125,0.000125,0.00125,-0.0005,2.78E-17,0.00075,-0.002625,0.000375,0.002375,0.004,0.00225,-0.003375,-0.00125,-0.002625,-0.00125,0.0065,-0.00225,-0.000375,-0.00075,0.002375,0.00125,0.00075,0.0005,-0.002375,0,-0.002875,0.003,0.005,-0.245,-0.1155,0.029875,0.188125,0.093625,0.21,0.029875,-0.108375,-0.1645,-0.175875,-0.144,0.0015,0.203875,0.164125,0.21375,0.182,0.130375,0.043375,-0.05725,-0.26375,-0.125,-0.131625,0.006875,0.16425,0.248,0.1,0.044625,-0.128125,-0.228125,-0.188125,-0.078125,0.04,0.097125,0.286875,0.109,0.059875,-0.057875,-0.1845,-0.243375,-0.0765,0.05475,0.09575,0.25575,0.185,0.006375,-0.115875,-0.131,-0.242625,-0.0795,0.0195,0.09625,0.189375,0.20025,0.02,-0.142,-0.123625
60,0,-0.00475,-0.007625,-0.00325,0.00225,0.00275,0.004375,-0.004125,-0.008125,-0.006125,-0.002,0.0045,0,-0.000625,-0.000625,-0.005875,-0.008125,-0.003125,0.001875,0.003,0.00925,-0.001875,-0.012625,-0.007,0.00025,0.00575,-0.000375,-0.009875,-0.000875,-0.002125,-0.00025,0.002,0.00025,-0.003125,-0.0075,0.00025,0.0055,0.004125,0.00225,-0.004,-0.002875,-0.005375,-0.000125,0.002625,0.004,0.00075,-0.011,-0.00175,0.00025,0.001625,0.0035,-0.002875,-0.001,-0.009,0.001,0.0045,-0.170375,-0.089125,-0.004375,0.08,0.0515,0.152,0.036625,-0.027375,-0.088375,-0.1275,-0.114,-0.017875,0.089125,0.08625,0.142875,0.11175,0.110625,0.064375,-0.012,-0.133875,-0.08975,-0.122375,-0.0365,0.07775,0.1385,0.06675,0.064875,-0.046375,-0.114625,-0.128625,-0.081375,-0.0135,0.04275,0.1625,0.072625,0.081,-0.00475,-0.097375,-0.15075,-0.060375,-0.011,0.042125,0.163625,0.121125,0.032125,-0.0335,-0.07875,-0.14225,-0.0605,-0.02625,0.03225,0.11375,0.141,0.018625,-0.04325,-0.069125
61,0.00225,-0.002875,-0.00875,-0.0045,-0.00125,0.006875,0.009625,-0.0035,-0.012875,-0.014,-0.005375,0.00925,0.009625,0.00875,-0.004125,-0.015625,-0.0125,-0.006,0.002,0.007,0.008,-0.002125,0.002625,-0.009375,-0.00425,0.007875,0.002375,0.026625,-0.008375,-0.00675,-0.00175,0.00675,0.00575,-0.00275,-0.00675,-0.0015,0.00125,0.00725,0.0045,-0.00225,-0.006625,-0.008125,0.0045,0.014125,0.01175,0.00425,-0.00925,-0.002,-0.0035,0.005,0.010625,0.0095,0.0015,-0.003375,-0.001,0.00525,-0.031375,-0.11575,-0.154875,-0.16175,-0.01725,0.127,0.106125,0.19575,0.10575,-0.043125,-0.15475,-0.1105,-0.189125,-0.036375,0.084375,0.132625,0.1515,0.203625,0.109375,0.10075,-0.02225,-0.158125,-0.14125,-0.095,-0.025,0.054625,0.226625,0.224625,0.108375,-0.008,-0.138375,-0.211625,-0.08325,-0.02275,0.055375,0.19725,0.16,0.04925,-0.0415,-0.084,-0.241,-0.085,-0.041375,0.055625,0.158375,0.19175,0.056125,-0.04775,-0.086125,-0.210375,-0.12275,0.003875,0.109875,0.061125,0.217625,0.05775
62,0.002,-0.00075,-0.00475,-0.004125,-0.001375,0.005625,0.009375,-0.001125,-0.0115,-0.01275,-0.004625,0.01125,0.01125,0.01025,-0.00725,-0.01425,-0.011625,-0.00675,0.00075,0.004875,0.004375,-0.001375,0.0055,-0.006875,-0.00325,0.004625,0.001125,0.033125,-0.003625,-0.006,-0.002,0.008,0.005125,-0.001,-0.0015,-0.00125,0.000625,0.00625,0.003875,-0.00225,-0.004875,-0.00675,0.005,0.0095,0.010375,0.005125,-0.006125,-0.001875,-0.00125,0.007,0.011125,0.00875,0.00375,0.000875,0.000625,0.003875,0.02925,-0.0935,-0.17975,-0.2185,-0.041625,0.083375,0.105875,0.235375,0.1545,-0.000875,-0.12725,-0.120125,-0.24975,-0.075625,0.0385,0.12075,0.188125,0.204625,0.133,0.17525,0.00875,-0.13475,-0.153,-0.1435,-0.0895,0.031375,0.231125,0.27325,0.164875,0.039375,-0.128875,-0.23325,-0.117,-0.0965,0.03125,0.194125,0.18375,0.098,0.018625,-0.0705,-0.273125,-0.11625,-0.10775,0.0105,0.169375,0.23325,0.103125,0.009,-0.07025,-0.2315,-0.15625,-0.05025,0.06475,0.060125,0.269,0.09275
63,0.000375,0.005125,0.00825,0.001875,-0.005125,-0.003625,-0.00025,0.00275,0.000125,-0.002125,-0.00175,-0.00325,0.005375,0.006375,-0.00525,-0.002,-0.00425,-0.00575,-0.00025,-0.001625,-0.00125,-0.0025,-0.005375,0.002,-0.005125,-0.000375,0.003875,0.0175,-0.00225,-0.004125,-0.004,-0.0015,0.003625,-0.000375,0.00125,-0.00075,-0.002875,-0.002875,-0.001125,0.00325,-0.000625,-0.00175,0.004125,0.0015,0.003125,0.002,0.001375,-0.00175,-0.00225,0.0015,0.004875,0.0045,-0.000625,0.00175,-0.002625,-0.0045,0.366,0.208875,-0.002125,-0.212,-0.129625,-0.357625,-0.081375,0.082125,0.201125,0.269875,0.263375,0.040125,-0.231375,-0.22425,-0.339125,-0.1645,0.099625,0.28475,0.1935,0.345625,0.188,0.247375,0.0565,-0.204125,-0.351375,-0.16375,-0.144125,0.114,0.29575,0.276125,0.164,0.01725,-0.11,-0.4075,-0.18,-0.15825,0.024,0.251125,0.366625,0.143375,0.01,-0.10825,-0.355875,-0.2885,-0.066375,0.0985,0.167125,0.364375,0.146375,0.049,-0.095375,-0.276875,-0.3325,-0.053375,0.127875,0.15775
64,0.013875,0.01925,0.01075,-0.003125,-0.016,0.0095,0.02325,-0.00375,-0.017875,-0.02925,-0.014375,0.010125,0.014125,0.028375,-0.01375,-0.033875,-0.030375,-0.00925,0.026625,0.007375,0.00175,-0.01425,-0.02975,-0.04225,-0.017375,0.016875,0.024125,0.012875,-0.01675,-0.04325,-0.03825,-0.019375,0.031375,0.007875,-0.002625,-0.012,-0.019875,0.000125,0.00475,0.015375,-0.014,-0.026875,0.0025,0.022625,0.032125,0.01675,-0.016125,-0.013375,-0.03,0.012875,0.03975,0.038125,0.01675,-0.024375,-0.01125,-0.00225,0.02225,0.117875,0.173125,0.185875,0.023875,-0.129375,-0.115375,-0.22125,-0.121875,0.0385,0.1625,0.121625,0.21525,0.04675,-0.0875,-0.141875,-0.17175,-0.137,0.000625,0.190625,0.123375,0.19475,0.169125,0.108125,0.03825,-0.055125,-0.24775,-0.195875,-0.122125,0.000625,0.14825,0.232,0.097375,0.038875,-0.05625,-0.2125,-0.1765,-0.062,0.034125,0.088625,0.267875,0.09775,0.056125,-0.048875,-0.17425,-0.213375,-0.079125,0.033875,0.08825,0.23375,0.1385,0.00225,-0.10975,-0.070375,-0.246125,-0.068625
